chunk_id,local_index,cell_type
6,32773,granulocyte monocyte progenitor cell
6,32774,hematopoietic oligopotent progenitor cell
6,32775,mature B cell
6,32778,granulocyte monocyte progenitor cell
6,32782,common myeloid progenitor
6,32783,granulocyte monocyte progenitor cell
6,32785,hematopoietic stem cell
6,32789,common myeloid progenitor
6,32790,dendritic cell
6,32795,granulocyte monocyte progenitor cell
6,32797,granulocyte monocyte progenitor cell
6,32799,erythroid progenitor cell
6,32801,"plasmacytoid dendritic cell, human"
6,32804,hematopoietic stem cell
6,32805,basophil mast progenitor cell
6,32810,common myeloid progenitor
6,32812,hematopoietic oligopotent progenitor cell
6,32815,hematopoietic oligopotent progenitor cell
6,32822,granulocyte monocyte progenitor cell
6,32825,granulocyte monocyte progenitor cell
6,32831,granulocyte monocyte progenitor cell
6,32837,granulocyte monocyte progenitor cell
6,32855,erythroid progenitor cell
6,32861,"plasmacytoid dendritic cell, human"
6,32874,common myeloid progenitor
6,32876,"plasmacytoid dendritic cell, human"
6,32878,hematopoietic multipotent progenitor cell
6,32880,erythroid progenitor cell
6,32883,megakaryocyte-erythroid progenitor cell
6,32885,granulocyte monocyte progenitor cell
6,32889,granulocyte monocyte progenitor cell
6,32890,granulocyte monocyte progenitor cell
6,32899,hematopoietic multipotent progenitor cell
6,32902,hematopoietic oligopotent progenitor cell
6,32904,"plasmacytoid dendritic cell, human"
6,32906,hematopoietic multipotent progenitor cell
6,32909,pro-B cell
6,32936,"plasmacytoid dendritic cell, human"
6,32940,common myeloid progenitor
6,32941,granulocyte monocyte progenitor cell
6,32960,granulocyte monocyte progenitor cell
6,32986,granulocyte monocyte progenitor cell
6,32994,granulocyte monocyte progenitor cell
6,32998,granulocyte monocyte progenitor cell
6,32999,basophil mast progenitor cell
6,33001,hematopoietic stem cell
6,33002,erythroid progenitor cell
6,33004,granulocyte monocyte progenitor cell
6,33010,common myeloid progenitor
6,33022,granulocyte monocyte progenitor cell
6,33028,granulocyte monocyte progenitor cell
6,33034,erythroid progenitor cell
6,33038,late pro-B cell
6,33040,hematopoietic multipotent progenitor cell
6,33041,hematopoietic multipotent progenitor cell
6,33042,hematopoietic oligopotent progenitor cell
6,33048,granulocyte monocyte progenitor cell
6,33050,"plasmacytoid dendritic cell, human"
6,33051,hematopoietic multipotent progenitor cell
6,33068,megakaryocyte progenitor cell
6,33075,common myeloid progenitor
6,33076,megakaryocyte-erythroid progenitor cell
6,33079,"plasmacytoid dendritic cell, human"
6,33088,granulocyte monocyte progenitor cell
6,33095,granulocyte monocyte progenitor cell
6,33102,granulocyte monocyte progenitor cell
6,33104,granulocyte monocyte progenitor cell
6,33114,granulocyte monocyte progenitor cell
6,33116,"plasmacytoid dendritic cell, human"
6,33117,pre-conventional dendritic cell
6,33120,common myeloid progenitor
6,33123,hematopoietic oligopotent progenitor cell
6,33124,granulocyte monocyte progenitor cell
6,33126,erythroid progenitor cell
6,33127,granulocyte monocyte progenitor cell
6,33130,granulocyte monocyte progenitor cell
6,33133,megakaryocyte-erythroid progenitor cell
6,33135,megakaryocyte-erythroid progenitor cell
6,33136,hematopoietic stem cell
6,33137,granulocyte monocyte progenitor cell
6,33139,megakaryocyte progenitor cell
6,33140,hematopoietic multipotent progenitor cell
6,33141,common myeloid progenitor
6,33143,hematopoietic multipotent progenitor cell
6,33153,common myeloid progenitor
6,33155,hematopoietic multipotent progenitor cell
6,33161,hematopoietic oligopotent progenitor cell
6,33167,erythroid progenitor cell
6,33169,megakaryocyte progenitor cell
6,33171,common myeloid progenitor
6,33173,hematopoietic stem cell
6,33174,hematopoietic multipotent progenitor cell
6,33175,promonocyte
6,33176,common myeloid progenitor
6,33179,granulocyte monocyte progenitor cell
6,33180,granulocyte monocyte progenitor cell
6,33191,granulocyte monocyte progenitor cell
6,33195,erythroid progenitor cell
6,33198,granulocyte monocyte progenitor cell
6,33201,common myeloid progenitor
6,33203,hematopoietic stem cell
6,33206,granulocyte monocyte progenitor cell
6,33223,common myeloid progenitor
6,33227,erythroid progenitor cell
6,33236,granulocyte monocyte progenitor cell
6,33241,erythroid progenitor cell
6,33244,megakaryocyte-erythroid progenitor cell
6,33248,hematopoietic stem cell
6,33257,"plasmacytoid dendritic cell, human"
6,33262,granulocyte monocyte progenitor cell
6,33263,erythroid progenitor cell
6,33278,granulocyte monocyte progenitor cell
6,33289,common myeloid progenitor
6,33290,hematopoietic multipotent progenitor cell
6,33298,hematopoietic multipotent progenitor cell
6,33300,hematopoietic multipotent progenitor cell
6,33303,megakaryocyte-erythroid progenitor cell
6,33310,hematopoietic multipotent progenitor cell
6,33315,hematopoietic multipotent progenitor cell
6,33317,granulocyte monocyte progenitor cell
6,33321,granulocyte monocyte progenitor cell
6,33324,common myeloid progenitor
6,33325,hematopoietic stem cell
6,33326,erythroid progenitor cell
6,33327,granulocyte monocyte progenitor cell
6,33329,common myeloid progenitor
6,33332,granulocyte monocyte progenitor cell
6,33340,erythroid progenitor cell
6,33349,hematopoietic multipotent progenitor cell
6,33354,granulocyte monocyte progenitor cell
6,33356,granulocyte monocyte progenitor cell
6,33363,hematopoietic multipotent progenitor cell
6,33374,erythroid progenitor cell
6,33393,megakaryocyte-erythroid progenitor cell
6,33398,basophil mast progenitor cell
6,33401,granulocyte monocyte progenitor cell
6,33403,common myeloid progenitor
6,33406,hematopoietic multipotent progenitor cell
6,33413,common myeloid progenitor
6,33414,granulocyte monocyte progenitor cell
6,33416,granulocyte monocyte progenitor cell
6,33423,common myeloid progenitor
6,33430,hematopoietic stem cell
6,33436,granulocyte monocyte progenitor cell
6,33437,granulocyte monocyte progenitor cell
6,33442,granulocyte monocyte progenitor cell
6,33447,hematopoietic multipotent progenitor cell
6,33459,granulocyte monocyte progenitor cell
6,33462,common myeloid progenitor
6,33466,granulocyte monocyte progenitor cell
6,33473,common myeloid progenitor
6,33483,erythroid progenitor cell
6,33484,megakaryocyte-erythroid progenitor cell
6,33494,common myeloid progenitor
6,33497,promonocyte
6,33506,hematopoietic oligopotent progenitor cell
6,33514,pre-conventional dendritic cell
6,33521,hematopoietic multipotent progenitor cell
6,33523,common myeloid progenitor
6,33524,common myeloid progenitor
6,33526,granulocyte monocyte progenitor cell
6,33537,erythroid progenitor cell
6,33541,granulocyte monocyte progenitor cell
6,33542,granulocyte monocyte progenitor cell
6,33546,granulocyte monocyte progenitor cell
6,33549,granulocyte monocyte progenitor cell
6,33551,granulocyte monocyte progenitor cell
6,33552,hematopoietic stem cell
6,33554,granulocyte monocyte progenitor cell
6,33555,erythroid progenitor cell
6,33556,dendritic cell
6,33558,granulocyte monocyte progenitor cell
6,33566,hematopoietic multipotent progenitor cell
6,33567,megakaryocyte-erythroid progenitor cell
6,33568,erythroid progenitor cell
6,33571,megakaryocyte-erythroid progenitor cell
6,33572,hematopoietic stem cell
6,33574,granulocyte monocyte progenitor cell
6,33575,megakaryocyte-erythroid progenitor cell
6,33576,basophilic erythroblast
6,33583,common myeloid progenitor
6,33586,hematopoietic stem cell
6,33587,megakaryocyte-erythroid progenitor cell
6,33591,erythroid progenitor cell
6,33597,erythroid progenitor cell
6,33598,erythroid progenitor cell
6,33601,hematopoietic multipotent progenitor cell
6,33602,erythroid progenitor cell
6,33603,common myeloid progenitor
6,33607,hematopoietic multipotent progenitor cell
6,33614,megakaryocyte progenitor cell
6,33616,erythroid progenitor cell
6,33621,granulocyte monocyte progenitor cell
6,33623,erythroid progenitor cell
6,33625,erythroid progenitor cell
6,33626,megakaryocyte-erythroid progenitor cell
6,33629,hematopoietic multipotent progenitor cell
6,33631,hematopoietic stem cell
6,33632,granulocyte monocyte progenitor cell
6,33640,erythroid progenitor cell
6,33644,megakaryocyte-erythroid progenitor cell
6,33654,hematopoietic multipotent progenitor cell
6,33656,hematopoietic multipotent progenitor cell
6,33662,granulocyte monocyte progenitor cell
6,33667,megakaryocyte-erythroid progenitor cell
6,33668,megakaryocyte-erythroid progenitor cell
6,33669,hematopoietic multipotent progenitor cell
6,33670,hematopoietic multipotent progenitor cell
6,33674,granulocyte monocyte progenitor cell
6,33683,hematopoietic oligopotent progenitor cell
6,33684,erythroid progenitor cell
6,33696,hematopoietic oligopotent progenitor cell
6,33698,basophil mast progenitor cell
6,33705,hematopoietic multipotent progenitor cell
6,33707,hematopoietic multipotent progenitor cell
6,33709,megakaryocyte-erythroid progenitor cell
6,33716,pre-conventional dendritic cell
6,33717,common myeloid progenitor
6,33723,hematopoietic stem cell
6,33725,hematopoietic stem cell
6,33730,erythroid progenitor cell
6,33734,megakaryocyte-erythroid progenitor cell
6,33740,granulocyte monocyte progenitor cell
6,33743,megakaryocyte-erythroid progenitor cell
6,33744,hematopoietic stem cell
6,33747,erythroid progenitor cell
6,33749,common myeloid progenitor
6,33763,erythroid progenitor cell
6,33764,megakaryocyte-erythroid progenitor cell
6,33767,hematopoietic multipotent progenitor cell
6,33772,erythroid progenitor cell
6,33783,granulocyte monocyte progenitor cell
6,33785,erythroid progenitor cell
6,33790,hematopoietic oligopotent progenitor cell
6,33791,erythroid progenitor cell
6,33802,granulocyte monocyte progenitor cell
6,33804,erythroid progenitor cell
6,33806,hematopoietic oligopotent progenitor cell
6,33811,erythroid progenitor cell
6,33814,hematopoietic oligopotent progenitor cell
6,33817,erythroid progenitor cell
6,33820,hematopoietic oligopotent progenitor cell
6,33833,hematopoietic multipotent progenitor cell
6,33837,common myeloid progenitor
6,33841,hematopoietic multipotent progenitor cell
6,33843,megakaryocyte-erythroid progenitor cell
6,33850,granulocyte monocyte progenitor cell
6,33851,erythroid progenitor cell
6,33854,common myeloid progenitor
6,33855,granulocyte monocyte progenitor cell
6,33866,erythroid progenitor cell
6,33873,hematopoietic stem cell
6,33874,erythroid progenitor cell
6,33877,hematopoietic stem cell
6,33878,erythroid progenitor cell
6,33882,hematopoietic stem cell
6,33883,erythroid progenitor cell
6,33886,hematopoietic multipotent progenitor cell
6,33887,erythroid progenitor cell
6,33892,erythroid progenitor cell
6,33902,erythroid progenitor cell
6,33905,hematopoietic oligopotent progenitor cell
6,33907,megakaryocyte-erythroid progenitor cell
6,33919,granulocyte monocyte progenitor cell
6,33936,granulocyte monocyte progenitor cell
6,33939,basophil mast progenitor cell
6,33943,hematopoietic multipotent progenitor cell
6,33944,hematopoietic oligopotent progenitor cell
6,33947,granulocyte monocyte progenitor cell
6,33951,hematopoietic stem cell
6,33952,hematopoietic stem cell
6,33956,megakaryocyte-erythroid progenitor cell
6,33962,megakaryocyte-erythroid progenitor cell
6,33968,erythroid progenitor cell
6,33971,erythroid progenitor cell
6,33972,erythroid progenitor cell
6,33976,"plasmacytoid dendritic cell, human"
6,33977,erythroid progenitor cell
6,33980,megakaryocyte-erythroid progenitor cell
6,33982,erythroid progenitor cell
6,33988,megakaryocyte-erythroid progenitor cell
6,33995,granulocyte monocyte progenitor cell
6,34018,erythroid progenitor cell
6,34020,common myeloid progenitor
6,34021,"plasmacytoid dendritic cell, human"
6,34025,granulocyte monocyte progenitor cell
6,34028,megakaryocyte-erythroid progenitor cell
6,34032,megakaryocyte-erythroid progenitor cell
6,34033,hematopoietic multipotent progenitor cell
6,34034,granulocyte monocyte progenitor cell
6,34039,hematopoietic oligopotent progenitor cell
6,34041,hematopoietic stem cell
6,34046,hematopoietic stem cell
6,34049,megakaryocyte-erythroid progenitor cell
6,34050,hematopoietic stem cell
6,34053,hematopoietic stem cell
6,34063,hematopoietic stem cell
6,34065,erythroid progenitor cell
6,34067,granulocyte monocyte progenitor cell
6,34072,hematopoietic multipotent progenitor cell
6,34073,granulocyte monocyte progenitor cell
6,34075,hematopoietic multipotent progenitor cell
6,34076,hematopoietic stem cell
6,34078,hematopoietic stem cell
6,34080,"plasmacytoid dendritic cell, human"
6,34086,megakaryocyte-erythroid progenitor cell
6,34097,hematopoietic multipotent progenitor cell
6,34104,common myeloid progenitor
6,34105,hematopoietic stem cell
6,34109,megakaryocyte-erythroid progenitor cell
6,34110,hematopoietic multipotent progenitor cell
6,34118,hematopoietic stem cell
6,34123,common myeloid progenitor
6,34125,erythroid progenitor cell
6,34133,hematopoietic multipotent progenitor cell
6,34142,granulocyte monocyte progenitor cell
6,34148,hematopoietic multipotent progenitor cell
6,34153,granulocyte monocyte progenitor cell
6,34155,erythroid progenitor cell
6,34156,hematopoietic stem cell
6,34160,megakaryocyte-erythroid progenitor cell
6,34165,granulocyte monocyte progenitor cell
6,34170,granulocyte monocyte progenitor cell
6,34171,common myeloid progenitor
6,34172,hematopoietic multipotent progenitor cell
6,34173,hematopoietic multipotent progenitor cell
6,34176,hematopoietic stem cell
6,34182,hematopoietic multipotent progenitor cell
6,34183,pre-conventional dendritic cell
6,34185,granulocyte monocyte progenitor cell
6,34196,granulocyte monocyte progenitor cell
6,34200,hematopoietic stem cell
6,34203,erythroid progenitor cell
6,34211,hematopoietic stem cell
6,34214,granulocyte monocyte progenitor cell
6,34215,granulocyte monocyte progenitor cell
6,34217,hematopoietic multipotent progenitor cell
6,34220,hematopoietic stem cell
6,34229,erythroid progenitor cell
6,34230,common myeloid progenitor
6,34235,hematopoietic stem cell
6,34238,hematopoietic stem cell
6,34240,common myeloid progenitor
6,34246,erythroid progenitor cell
6,34247,hematopoietic oligopotent progenitor cell
6,34248,hematopoietic stem cell
6,34249,hematopoietic stem cell
6,34253,hematopoietic multipotent progenitor cell
6,34255,hematopoietic stem cell
6,34267,hematopoietic stem cell
6,34268,megakaryocyte-erythroid progenitor cell
6,34277,hematopoietic multipotent progenitor cell
6,34281,hematopoietic multipotent progenitor cell
6,34287,granulocyte monocyte progenitor cell
6,34292,granulocyte monocyte progenitor cell
6,34298,hematopoietic multipotent progenitor cell
6,34304,hematopoietic multipotent progenitor cell
6,34312,erythroid progenitor cell
6,34324,hematopoietic multipotent progenitor cell
6,34328,megakaryocyte progenitor cell
6,34332,erythroid progenitor cell
6,34336,hematopoietic multipotent progenitor cell
6,34337,"plasmacytoid dendritic cell, human"
6,34339,hematopoietic stem cell
6,34346,hematopoietic oligopotent progenitor cell
6,34347,hematopoietic multipotent progenitor cell
6,34355,hematopoietic oligopotent progenitor cell
6,34357,hematopoietic oligopotent progenitor cell
6,34361,granulocyte monocyte progenitor cell
6,34362,hematopoietic stem cell
6,34371,hematopoietic stem cell
6,34373,hematopoietic oligopotent progenitor cell
6,34374,erythroid progenitor cell
6,34379,promonocyte
6,34380,hematopoietic multipotent progenitor cell
6,34388,hematopoietic stem cell
6,34391,megakaryocyte-erythroid progenitor cell
6,34393,hematopoietic multipotent progenitor cell
6,34409,hematopoietic multipotent progenitor cell
6,34414,hematopoietic stem cell
6,34415,hematopoietic stem cell
6,34417,hematopoietic multipotent progenitor cell
6,34419,hematopoietic multipotent progenitor cell
6,34430,hematopoietic stem cell
6,34434,hematopoietic multipotent progenitor cell
6,34435,granulocyte monocyte progenitor cell
6,34438,hematopoietic multipotent progenitor cell
6,34439,hematopoietic multipotent progenitor cell
6,34446,hematopoietic multipotent progenitor cell
6,34447,erythroid progenitor cell
6,34452,hematopoietic multipotent progenitor cell
6,34453,hematopoietic stem cell
6,34460,granulocyte monocyte progenitor cell
6,34462,hematopoietic stem cell
6,34477,hematopoietic stem cell
6,34480,erythroid progenitor cell
6,34484,hematopoietic multipotent progenitor cell
6,34486,hematopoietic stem cell
6,34491,hematopoietic multipotent progenitor cell
6,34492,hematopoietic oligopotent progenitor cell
6,34496,hematopoietic multipotent progenitor cell
6,34498,basophilic erythroblast
6,34501,hematopoietic stem cell
6,34503,megakaryocyte progenitor cell
6,34506,granulocyte monocyte progenitor cell
6,34518,erythroid progenitor cell
6,34524,hematopoietic stem cell
6,34526,hematopoietic multipotent progenitor cell
6,34527,erythroid progenitor cell
6,34528,megakaryocyte-erythroid progenitor cell
6,34529,hematopoietic stem cell
6,34532,basophil mast progenitor cell
6,34536,hematopoietic multipotent progenitor cell
6,34540,hematopoietic multipotent progenitor cell
6,34541,hematopoietic oligopotent progenitor cell
6,34554,hematopoietic stem cell
6,34561,hematopoietic stem cell
6,34564,hematopoietic stem cell
6,34567,hematopoietic stem cell
6,34568,common myeloid progenitor
6,34574,basophil mast progenitor cell
6,34579,hematopoietic multipotent progenitor cell
6,34583,hematopoietic multipotent progenitor cell
6,34587,hematopoietic oligopotent progenitor cell
6,34592,common myeloid progenitor
6,34598,granulocyte monocyte progenitor cell
6,34599,hematopoietic stem cell
6,34600,hematopoietic multipotent progenitor cell
6,34601,hematopoietic multipotent progenitor cell
6,34602,hematopoietic stem cell
6,34603,hematopoietic multipotent progenitor cell
6,34609,hematopoietic stem cell
6,34610,granulocyte monocyte progenitor cell
6,34612,hematopoietic stem cell
6,34614,hematopoietic multipotent progenitor cell
6,34622,hematopoietic stem cell
6,34626,hematopoietic stem cell
6,34631,hematopoietic multipotent progenitor cell
6,34632,hematopoietic stem cell
6,34633,basophil mast progenitor cell
6,34637,hematopoietic stem cell
6,34638,megakaryocyte-erythroid progenitor cell
6,34639,hematopoietic stem cell
6,34641,hematopoietic stem cell
6,34642,megakaryocyte-erythroid progenitor cell
6,34645,common myeloid progenitor
6,34646,granulocyte monocyte progenitor cell
6,34648,hematopoietic stem cell
6,34649,megakaryocyte-erythroid progenitor cell
6,34654,hematopoietic oligopotent progenitor cell
6,34655,granulocyte monocyte progenitor cell
6,34656,granulocyte monocyte progenitor cell
6,34657,hematopoietic stem cell
6,34660,erythroid progenitor cell
6,34667,hematopoietic oligopotent progenitor cell
6,34669,granulocyte monocyte progenitor cell
6,34670,hematopoietic multipotent progenitor cell
6,34671,megakaryocyte progenitor cell
6,34675,common myeloid progenitor
6,34680,hematopoietic oligopotent progenitor cell
6,34687,polychromatophilic erythroblast
6,34688,erythroid progenitor cell
6,34689,hematopoietic stem cell
6,34690,hematopoietic multipotent progenitor cell
6,34691,hematopoietic stem cell
6,34692,hematopoietic oligopotent progenitor cell
6,34695,hematopoietic stem cell
6,34697,hematopoietic stem cell
6,34704,hematopoietic stem cell
6,34708,hematopoietic stem cell
6,34709,hematopoietic stem cell
6,34716,granulocyte monocyte progenitor cell
6,34720,hematopoietic stem cell
6,34726,hematopoietic stem cell
6,34729,erythroid progenitor cell
6,34734,hematopoietic stem cell
6,34736,erythroid progenitor cell
6,34741,hematopoietic multipotent progenitor cell
6,34742,hematopoietic multipotent progenitor cell
6,34743,hematopoietic stem cell
6,34744,hematopoietic multipotent progenitor cell
6,34752,common myeloid progenitor
6,34755,common myeloid progenitor
6,34756,hematopoietic multipotent progenitor cell
6,34757,hematopoietic stem cell
6,34760,hematopoietic oligopotent progenitor cell
6,34768,hematopoietic stem cell
6,34770,erythroid progenitor cell
6,34773,hematopoietic oligopotent progenitor cell
6,34776,common myeloid progenitor
6,34786,hematopoietic multipotent progenitor cell
6,34787,hematopoietic stem cell
6,34792,hematopoietic stem cell
6,34796,hematopoietic multipotent progenitor cell
6,34798,common myeloid progenitor
6,34814,hematopoietic stem cell
6,34820,hematopoietic multipotent progenitor cell
6,34822,hematopoietic stem cell
6,34823,hematopoietic multipotent progenitor cell
6,34828,megakaryocyte-erythroid progenitor cell
6,34836,hematopoietic oligopotent progenitor cell
6,34841,hematopoietic oligopotent progenitor cell
6,34842,erythroid progenitor cell
6,34848,hematopoietic stem cell
6,34852,hematopoietic stem cell
6,34859,granulocyte monocyte progenitor cell
6,34861,hematopoietic stem cell
6,34862,granulocyte monocyte progenitor cell
6,34869,hematopoietic stem cell
6,34870,granulocyte monocyte progenitor cell
6,34878,hematopoietic multipotent progenitor cell
6,34880,erythroid progenitor cell
6,34883,hematopoietic multipotent progenitor cell
6,34884,late pro-B cell
6,34886,granulocyte monocyte progenitor cell
6,34889,hematopoietic multipotent progenitor cell
6,34914,hematopoietic stem cell
6,34915,hematopoietic multipotent progenitor cell
6,34924,erythroid progenitor cell
6,34937,hematopoietic stem cell
6,34947,hematopoietic multipotent progenitor cell
6,34950,hematopoietic stem cell
6,34953,hematopoietic oligopotent progenitor cell
6,34960,granulocyte monocyte progenitor cell
6,34962,erythroid progenitor cell
6,34969,hematopoietic oligopotent progenitor cell
6,34971,hematopoietic multipotent progenitor cell
6,34977,granulocyte monocyte progenitor cell
6,34981,hematopoietic multipotent progenitor cell
6,34983,megakaryocyte-erythroid progenitor cell
6,34984,hematopoietic multipotent progenitor cell
6,34986,megakaryocyte-erythroid progenitor cell
6,34989,hematopoietic oligopotent progenitor cell
6,34990,hematopoietic stem cell
6,35003,orthochromatic erythroblast
6,35008,"effector memory CD4-positive, alpha-beta T cell"
6,35009,hematopoietic stem cell
6,35011,granulocyte monocyte progenitor cell
6,35015,orthochromatic erythroblast
6,35020,CD14-positive monocyte
6,35035,common myeloid progenitor
6,35047,hematopoietic multipotent progenitor cell
6,35053,"central memory CD8-positive, alpha-beta T cell"
6,35062,megakaryocyte progenitor cell
6,35078,megakaryocyte-erythroid progenitor cell
6,35105,pre-conventional dendritic cell
6,35107,granulocyte monocyte progenitor cell
6,35115,erythroid progenitor cell
6,35131,pre-conventional dendritic cell
6,35133,megakaryocyte progenitor cell
6,35159,granulocyte monocyte progenitor cell
6,35160,erythroid progenitor cell
6,35161,orthochromatic erythroblast
6,35172,"CD14-positive, CD16-positive monocyte"
6,35191,"central memory CD4-positive, alpha-beta T cell"
6,35193,orthochromatic erythroblast
6,35194,orthochromatic erythroblast
6,35201,natural killer cell
6,35202,"CD14-positive, CD16-positive monocyte"
6,35209,hematopoietic multipotent progenitor cell
6,35210,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35213,promonocyte
6,35215,"effector memory CD8-positive, alpha-beta T cell"
6,35227,erythroid progenitor cell
6,35229,erythroid progenitor cell
6,35230,"effector memory CD4-positive, alpha-beta T cell"
6,35236,"central memory CD4-positive, alpha-beta T cell"
6,35239,basophilic erythroblast
6,35244,"CD14-positive, CD16-positive monocyte"
6,35248,granulocyte monocyte progenitor cell
6,35257,erythroid progenitor cell
6,35259,basophilic erythroblast
6,35283,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35291,polychromatophilic erythroblast
6,35292,erythroid progenitor cell
6,35310,CD14-positive monocyte
6,35323,polychromatophilic erythroblast
6,35330,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35335,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35340,orthochromatic erythroblast
6,35364,promonocyte
6,35365,orthochromatic erythroblast
6,35374,polychromatophilic erythroblast
6,35395,erythroid progenitor cell
6,35405,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35411,hematopoietic oligopotent progenitor cell
6,35416,orthochromatic erythroblast
6,35429,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35436,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35440,orthochromatic erythroblast
6,35442,orthochromatic erythroblast
6,35443,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35452,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35453,erythroid progenitor cell
6,35466,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35493,granulocyte monocyte progenitor cell
6,35495,erythroid progenitor cell
6,35497,erythroid progenitor cell
6,35514,"effector memory CD8-positive, alpha-beta T cell"
6,35542,"central memory CD8-positive, alpha-beta T cell"
6,35547,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35558,erythroid progenitor cell
6,35566,conventional dendritic cell
6,35570,conventional dendritic cell
6,35571,pre-conventional dendritic cell
6,35579,erythroid progenitor cell
6,35596,"effector memory CD4-positive, alpha-beta T cell"
6,35614,T cell
6,35620,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,35622,"central memory CD8-positive, alpha-beta T cell"
6,35623,"effector memory CD8-positive, alpha-beta T cell"
6,35631,"CD14-positive, CD16-positive monocyte"
6,35643,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35653,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,35657,immature B cell
6,35658,"CD14-positive, CD16-positive monocyte"
6,35661,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35669,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35675,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,35687,stromal cell of bone marrow
6,35701,erythroid progenitor cell
6,35707,polychromatophilic erythroblast
6,35708,erythroid progenitor cell
6,35711,orthochromatic erythroblast
6,35714,hematopoietic stem cell
6,35717,erythroid progenitor cell
6,35731,late pro-B cell
6,35734,erythroid progenitor cell
6,35738,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35745,polychromatophilic erythroblast
6,35750,orthochromatic erythroblast
6,35765,orthochromatic erythroblast
6,35775,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35780,orthochromatic erythroblast
6,35795,"central memory CD4-positive, alpha-beta T cell"
6,35797,polychromatophilic erythroblast
6,35799,natural killer cell
6,35803,megakaryocyte-erythroid progenitor cell
6,35815,"CD14-positive, CD16-positive monocyte"
6,35825,"effector memory CD4-positive, alpha-beta T cell"
6,35841,mature B cell
6,35844,"plasmacytoid dendritic cell, human"
6,35865,immature B cell
6,35866,mature B cell
6,35878,"effector memory CD8-positive, alpha-beta T cell"
6,35882,orthochromatic erythroblast
6,35885,natural killer cell
6,35890,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35895,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35923,"central memory CD4-positive, alpha-beta T cell"
6,35927,mature B cell
6,35933,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,35980,"effector memory CD8-positive, alpha-beta T cell"
6,35983,granulocyte monocyte progenitor cell
6,35988,mature B cell
6,35993,hematopoietic stem cell
6,35995,"CD14-positive, CD16-positive monocyte"
6,35996,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,35999,"CD14-positive, CD16-positive monocyte"
6,36011,erythroid progenitor cell
6,36023,common myeloid progenitor
6,36038,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,36057,"effector memory CD8-positive, alpha-beta T cell"
6,36076,"plasmacytoid dendritic cell, human"
6,36084,granulocyte monocyte progenitor cell
6,36086,common myeloid progenitor
6,36089,erythroid progenitor cell
6,36090,"naive thymus-derived CD8-positive, alpha-beta T cell"
6,36093,granulocyte monocyte progenitor cell
6,36102,megakaryocyte-erythroid progenitor cell
6,36113,mature B cell
6,36127,mature B cell
6,36131,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36141,"central memory CD4-positive, alpha-beta T cell"
6,36145,granulocyte monocyte progenitor cell
6,36156,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36184,"central memory CD4-positive, alpha-beta T cell"
6,36187,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36189,"CD16-negative, CD56-bright natural killer cell, human"
6,36212,natural killer cell
6,36239,common myeloid progenitor
6,36254,natural killer cell
6,36268,"effector memory CD8-positive, alpha-beta T cell"
6,36284,CD14-positive monocyte
6,36285,"central memory CD4-positive, alpha-beta T cell"
6,36287,"central memory CD4-positive, alpha-beta T cell"
6,36296,CD14-positive monocyte
6,36299,polychromatophilic erythroblast
6,36340,"effector memory CD8-positive, alpha-beta T cell"
6,36342,CD14-positive monocyte
6,36351,polychromatophilic erythroblast
6,36359,"CD16-negative, CD56-bright natural killer cell, human"
6,36365,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36379,CD14-positive monocyte
6,36382,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36416,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36429,orthochromatic erythroblast
6,36433,orthochromatic erythroblast
6,36442,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36461,CD14-positive monocyte
6,36473,"naive thymus-derived CD4-positive, alpha-beta T cell"
6,36494,"CD14-positive, CD16-positive monocyte"
6,36522,"effector memory CD4-positive, alpha-beta T cell"
6,36526,natural killer cell
6,36533,polychromatophilic erythroblast
