Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
1941       | NK cells (-0.33)          | protein localization to chromosome (GO:0034502) (GO_Biological_Process_2021) || protein localization to chromosome, telomeric region (GO:0070198) (GO_Biological_Process_2021) || negative regulation of telomere maintenance (GO:0032205) (GO_Biological_Process_2021)
3840       | CD4 T cells (0.29)        | aminophospholipid transport (GO:0015917) (GO_Biological_Process_2021)
284        | CD4 T cells (-0.33)       | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
203        | CD4 T cells (-0.47)       | rRNA (adenine) methyltransferase activity (GO:0016433) (GO_Molecular_Function_2021) || RNA methylation (GO:0001510) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
557        | CD8 T cells (-0.13)       | mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
3950       | B cells (0.31)            | nucleotide-sugar biosynthetic process (GO:0009226) (GO_Biological_Process_2021)
73         | CD4 T cells (0.65)        | positive regulation of miRNA metabolic process (GO:2000630) (GO_Biological_Process_2021) || cellular response to nicotine (GO:0071316) (GO_Biological_Process_2021) || regulation of miRNA metabolic process (GO:2000628) (GO_Biological_Process_2021)
4060       | CD14+ Monocytes (0.36)    | Notch receptor processing (GO:0007220) (GO_Biological_Process_2021) || gamma-secretase complex (GO:0070765) (GO_Cellular_Component_2021) || Notch receptor processing, ligand-dependent (GO:0035333) (GO_Biological_Process_2021)
1772       | CD4 T cells (0.46)        | negative regulation of translation, ncRNA-mediated (GO:0040033) (GO_Biological_Process_2021) || miRNA mediated inhibition of translation (GO:0035278) (GO_Biological_Process_2021) || negative regulation of translational initiation (GO:0045947) (GO_Biological_Process_2021)
3772       | CD8 T cells (0.29)        | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || regulation of gene expression (GO:0010468) (GO_Biological_Process_2021)
4407       | CD14+ Monocytes (-0.53)   | mannokinase activity (GO:0019158) (GO_Molecular_Function_2021) || fructokinase activity (GO:0008865) (GO_Molecular_Function_2021) || glucokinase activity (GO:0004340) (GO_Molecular_Function_2021)
939        | FCGR3A+ Monocytes (-0.33) | coenzyme A metabolic process (GO:0015936) (GO_Biological_Process_2021) || acetyl-CoA metabolic process (GO:0006084) (GO_Biological_Process_2021)
2424       | CD4 T cells (-0.43)       | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || negative regulation of viral transcription (GO:0032897) (GO_Biological_Process_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021)
3424       | FCGR3A+ Monocytes (-0.34) | azurophil granule membrane (GO:0035577) (GO_Cellular_Component_2021)
1930       | NK cells (-0.24)          | ether lipid metabolic process (GO:0046485) (GO_Biological_Process_2021) || regulation of nucleic acid-templated transcription (GO:1903506) (GO_Biological_Process_2021) || regulation of cellular macromolecule biosynthetic process (GO:2000112) (GO_Biological_Process_2021)
4141       | CD4 T cells (0.71)        | cellular response to interleukin-15 (GO:0071350) (GO_Biological_Process_2021) || interleukin-15-mediated signaling pathway (GO:0035723) (GO_Biological_Process_2021) || Rac protein signal transduction (GO:0016601) (GO_Biological_Process_2021)
1146       | B cells (-0.23)           | late endosome (GO:0005770) (GO_Cellular_Component_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || trans-Golgi network membrane (GO:0032588) (GO_Cellular_Component_2021)
4085       | B cells (-0.26)           | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || ribosome biogenesis (GO:0042254) (GO_Biological_Process_2021)
1100       | NK cells (-0.34)          | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || S-adenosylmethionine-dependent methyltransferase activity (GO:0008757) (GO_Molecular_Function_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
4067       | CD14+ Monocytes (-0.43)   | response to increased oxygen levels (GO:0036296) (GO_Biological_Process_2021) || receptor internalization (GO:0031623) (GO_Biological_Process_2021) || iron ion transport (GO:0006826) (GO_Biological_Process_2021)
4176       | CD14+ Monocytes (-0.52)   | regulation of osteoclast differentiation (GO:0045670) (GO_Biological_Process_2021) || endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021)
4188       | CD4 T cells (0.37)        | uniplex complex (GO:1990246) (GO_Cellular_Component_2021) || positive regulation of innate immune response (GO:0045089) (GO_Biological_Process_2021) || positive regulation of response to biotic stimulus (GO:0002833) (GO_Biological_Process_2021)
3889       | FCGR3A+ Monocytes (0.16)  | regulation of interleukin-2 production (GO:0032663) (GO_Biological_Process_2021) || inositol phosphate catabolic process (GO:0071545) (GO_Biological_Process_2021) || regulation of hemopoiesis (GO:1903706) (GO_Biological_Process_2021)
1926       | CD4 T cells (0.48)        | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || coated vesicle (GO:0030135) (GO_Cellular_Component_2021)
4242       | CD14+ Monocytes (-0.35)   | negative regulation of receptor-mediated endocytosis (GO:0048261) (GO_Biological_Process_2021) || negative regulation of receptor internalization (GO:0002091) (GO_Biological_Process_2021) || negative regulation of mRNA splicing, via spliceosome (GO:0048025) (GO_Biological_Process_2021)
3105       | CD4 T cells (0.36)        | negative regulation of blood vessel morphogenesis (GO:2000181) (GO_Biological_Process_2021) || negative regulation of angiogenesis (GO:0016525) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
3282       | CD4 T cells (0.38)        | activation of protein kinase A activity (GO:0034199) (GO_Biological_Process_2021) || cellular response to glucagon stimulus (GO:0071377) (GO_Biological_Process_2021) || response to glucagon (GO:0033762) (GO_Biological_Process_2021)
435        | B cells (-0.34)           | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
386        | NK cells (-0.33)          | lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || m7G(5')pppN diphosphatase activity (GO:0050072) (GO_Molecular_Function_2021)
1765       | FCGR3A+ Monocytes (-0.27) | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || ribosome biogenesis (GO:0042254) (GO_Biological_Process_2021)
4452       | CD4 T cells (0.21)        | RNA polymerase I complex (GO:0005736) (GO_Cellular_Component_2021) || RNA polymerase III complex (GO:0005666) (GO_Cellular_Component_2021)
1595       | CD14+ Monocytes (0.19)    | ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021)
3577       | CD8 T cells (0.15)        | DNA repair (GO:0006281) (GO_Biological_Process_2021) || cellular response to DNA damage stimulus (GO:0006974) (GO_Biological_Process_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021)
876        | Dendritic cells (-0.17)   | small GTPase binding (GO:0031267) (GO_Molecular_Function_2021) || GTPase binding (GO:0051020) (GO_Molecular_Function_2021) || microtubule plus-end binding (GO:0051010) (GO_Molecular_Function_2021)
4163       | CD4 T cells (0.35)        | chloride channel regulator activity (GO:0017081) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655) (GO_Molecular_Function_2021)
3742       | CD4 T cells (-0.28)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
273        | CD8 T cells (0.34)        | protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021) || extrinsic component of endoplasmic reticulum membrane (GO:0042406) (GO_Cellular_Component_2021) || ubiquitin-like protein conjugating enzyme activity (GO:0061650) (GO_Molecular_Function_2021)
744        | CD4 T cells (0.10)        | phosphatidylinositol phosphate 4-phosphatase activity (GO:0034596) (GO_Molecular_Function_2021) || phosphatidylinositol monophosphate phosphatase activity (GO:0052744) (GO_Molecular_Function_2021)
3107       | CD14+ Monocytes (0.35)    | protein carboxyl O-methyltransferase activity (GO:0051998) (GO_Molecular_Function_2021) || TRIF-dependent toll-like receptor signaling pathway (GO:0035666) (GO_Biological_Process_2021) || MyD88-independent toll-like receptor signaling pathway (GO:0002756) (GO_Biological_Process_2021)
1342       | CD14+ Monocytes (-0.33)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
1526       | B cells (-0.36)           | receptor-mediated endocytosis (GO:0006898) (GO_Biological_Process_2021) || endocytic vesicle membrane (GO:0030666) (GO_Cellular_Component_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021)
2871       | NK cells (0.26)           | organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
4367       | CD4 T cells (0.30)        | protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021) || palmitoyltransferase activity (GO:0016409) (GO_Molecular_Function_2021) || peptidyl-L-cysteine S-palmitoylation (GO:0018230) (GO_Biological_Process_2021)
4117       | CD14+ Monocytes (-0.46)   | nuclear membrane (GO:0031965) (GO_Cellular_Component_2021)
3372       | CD4 T cells (0.64)        | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || clathrin vesicle coat (GO:0030125) (GO_Cellular_Component_2021)
278        | CD14+ Monocytes (-0.48)   | MHC class I receptor activity (GO:0032393) (GO_Molecular_Function_2021) || leucine binding (GO:0070728) (GO_Molecular_Function_2021) || MHC class Ib protein binding (GO:0023029) (GO_Molecular_Function_2021)
4625       | CD14+ Monocytes (-0.41)   | response to endoplasmic reticulum stress (GO:0034976) (GO_Biological_Process_2021) || disulfide oxidoreductase activity (GO:0015036) (GO_Molecular_Function_2021) || TRAIL-activated apoptotic signaling pathway (GO:0036462) (GO_Biological_Process_2021)
4851       | CD14+ Monocytes (0.35)    | regulation of mononuclear cell migration (GO:0071675) (GO_Biological_Process_2021) || regulation of small GTPase mediated signal transduction (GO:0051056) (GO_Biological_Process_2021) || positive regulation of leukocyte chemotaxis (GO:0002690) (GO_Biological_Process_2021)
802        | CD4 T cells (0.38)        | kinase binding (GO:0019900) (GO_Molecular_Function_2021) || protein kinase binding (GO:0019901) (GO_Molecular_Function_2021) || nucleoside monophosphate kinase activity (GO:0050145) (GO_Molecular_Function_2021)
911        | CD14+ Monocytes (-0.42)   | histone mRNA metabolic process (GO:0008334) (GO_Biological_Process_2021) || nucleocytoplasmic transport (GO:0006913) (GO_Biological_Process_2021) || histone mRNA catabolic process (GO:0071044) (GO_Biological_Process_2021)
3279       | CD4 T cells (-0.30)       | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
4332       | NK cells (-0.26)          | dendritic cell chemotaxis (GO:0002407) (GO_Biological_Process_2021) || dendritic cell migration (GO:0036336) (GO_Biological_Process_2021)
1833       | CD4 T cells (0.77)        | LRR domain binding (GO:0030275) (GO_Molecular_Function_2021) || cellular response to organic cyclic compound (GO:0071407) (GO_Biological_Process_2021) || positive regulation of neuron migration (GO:2001224) (GO_Biological_Process_2021)
2930       | FCGR3A+ Monocytes (-0.30) | chromosome (GO:0005694) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || ribosome biogenesis (GO:0042254) (GO_Biological_Process_2021)
1344       | NK cells (-0.31)          | actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || melanosome membrane (GO:0033162) (GO_Cellular_Component_2021) || chitosome (GO:0045009) (GO_Cellular_Component_2021)
2706       | B cells (0.28)            | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
162        | CD8 T cells (0.25)        | Golgi membrane (GO:0000139) (GO_Cellular_Component_2021)
4923       | FCGR3A+ Monocytes (-0.29) | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || cytoplasmic stress granule (GO:0010494) (GO_Cellular_Component_2021)
3645       | FCGR3A+ Monocytes (-0.33) | phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018) (GO_Molecular_Function_2021) || protein glycosylation (GO:0006486) (GO_Biological_Process_2021) || phosphatidylinositol-3-phosphatase activity (GO:0004438) (GO_Molecular_Function_2021)
5092       | FCGR3A+ Monocytes (-0.21) | oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646) (GO_Molecular_Function_2021)
2338       | CD14+ Monocytes (-0.47)   | platelet dense granule membrane (GO:0031088) (GO_Cellular_Component_2021) || 3'-5' exonuclease activity (GO:0008408) (GO_Molecular_Function_2021) || 3'-5'-exodeoxyribonuclease activity (GO:0008296) (GO_Molecular_Function_2021)
3975       | NK cells (-0.26)          | nuclear receptor coactivator activity (GO:0030374) (GO_Molecular_Function_2021) || ethanolamine-containing compound metabolic process (GO:0042439) (GO_Biological_Process_2021) || N-acylethanolamine metabolic process (GO:0070291) (GO_Biological_Process_2021)
2095       | CD14+ Monocytes (0.25)    | protein import into nucleus (GO:0006606) (GO_Biological_Process_2021) || mitochondrial translation (GO:0032543) (GO_Biological_Process_2021) || mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021)
207        | CD14+ Monocytes (0.33)    | nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || single-stranded DNA binding (GO:0003697) (GO_Molecular_Function_2021)
2215       | NK cells (-0.37)          | mitochondrion organization (GO:0007005) (GO_Biological_Process_2021) || mitochondrial fusion (GO:0008053) (GO_Biological_Process_2021) || positive regulation of mitochondrion organization (GO:0010822) (GO_Biological_Process_2021)
1582       | B cells (0.20)            | 1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005) (GO_Molecular_Function_2021) || 1-phosphatidylinositol-3-kinase activity (GO:0016303) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase activity (GO:0035004) (GO_Molecular_Function_2021)
1021       | B cells (-0.29)           | catalytic activity, acting on a tRNA (GO:0140101) (GO_Molecular_Function_2021) || DNA-methyltransferase activity (GO:0009008) (GO_Molecular_Function_2021)
2765       | B cells (-0.30)           | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
1319       | NK cells (-0.37)          | positive regulation of transcription by RNA polymerase II (GO:0045944) (GO_Biological_Process_2021) || carboxylic acid transport (GO:0046942) (GO_Biological_Process_2021) || negative regulation of transcription, DNA-templated (GO:0045892) (GO_Biological_Process_2021)
1243       | CD4 T cells (0.45)        | integral component of lysosomal membrane (GO:1905103) (GO_Cellular_Component_2021) || integral component of vacuolar membrane (GO:0031166) (GO_Cellular_Component_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021)
3859       | CD4 T cells (0.71)        | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || enzyme linked receptor protein signaling pathway (GO:0007167) (GO_Biological_Process_2021) || positive regulation of protein kinase B signaling (GO:0051897) (GO_Biological_Process_2021)
4836       | CD4 T cells (0.61)        | small GTPase binding (GO:0031267) (GO_Molecular_Function_2021) || GTPase binding (GO:0051020) (GO_Molecular_Function_2021)
2899       | CD14+ Monocytes (-0.43)   | spanning component of plasma membrane (GO:0044214) (GO_Cellular_Component_2021) || spanning component of membrane (GO:0089717) (GO_Cellular_Component_2021)
4886       | CD4 T cells (0.42)        | MHC class II protein complex (GO:0042613) (GO_Cellular_Component_2021) || MHC protein complex (GO:0042611) (GO_Cellular_Component_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
1196       | CD4 T cells (0.51)        | cellular response to chemical stress (GO:0062197) (GO_Biological_Process_2021) || cellular response to oxidative stress (GO:0034599) (GO_Biological_Process_2021)
1887       | CD4 T cells (0.46)        | regulation of primary metabolic process (GO:0080090) (GO_Biological_Process_2021) || negative regulation of cell cycle (GO:0045786) (GO_Biological_Process_2021) || regulation of cell cycle phase transition (GO:1901987) (GO_Biological_Process_2021)
2872       | CD4 T cells (-0.45)       | MICOS complex (GO:0061617) (GO_Cellular_Component_2021) || MIB complex (GO:0140275) (GO_Cellular_Component_2021) || SAM complex (GO:0001401) (GO_Cellular_Component_2021)
402        | B cells (-0.27)           | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021)
2707       | CD14+ Monocytes (-0.52)   | integral component of Golgi membrane (GO:0030173) (GO_Cellular_Component_2021) || intrinsic component of Golgi membrane (GO:0031228) (GO_Cellular_Component_2021) || integral component of organelle membrane (GO:0031301) (GO_Cellular_Component_2021)
3947       | CD14+ Monocytes (-0.42)   | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
1329       | CD14+ Monocytes (0.32)    | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021)
4110       | B cells (0.47)            | DNA repair (GO:0006281) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295) (GO_Biological_Process_2021) || nucleotide-excision repair, preincision complex stabilization (GO:0006293) (GO_Biological_Process_2021)
2989       | CD4 T cells (0.40)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || recycling endosome (GO:0055037) (GO_Cellular_Component_2021)
4289       | CD4 T cells (0.38)        | ribose phosphate diphosphokinase activity (GO:0004749) (GO_Molecular_Function_2021) || diphosphotransferase activity (GO:0016778) (GO_Molecular_Function_2021) || ribose phosphate diphosphokinase complex (GO:0002189) (GO_Cellular_Component_2021)
1559       | FCGR3A+ Monocytes (-0.28) | histone H2A-K119 monoubiquitination (GO:0036353) (GO_Biological_Process_2021) || PRC1 complex (GO:0035102) (GO_Cellular_Component_2021) || histone H2A monoubiquitination (GO:0035518) (GO_Biological_Process_2021)
2300       | CD4 T cells (0.75)        | protein tyrosine phosphatase activity (GO:0004725) (GO_Molecular_Function_2021)
1970       | NK cells (-0.36)          | clathrin-coated vesicle (GO:0030136) (GO_Cellular_Component_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021) || lytic vacuole (GO:0000323) (GO_Cellular_Component_2021)
4252       | CD4 T cells (-0.19)       | preribosome, small subunit precursor (GO:0030688) (GO_Cellular_Component_2021) || positive regulation of B cell proliferation (GO:0030890) (GO_Biological_Process_2021)
2289       | FCGR3A+ Monocytes (-0.13) | specific granule (GO:0042581) (GO_Cellular_Component_2021) || nuclear envelope lumen (GO:0005641) (GO_Cellular_Component_2021) || Golgi membrane (GO:0000139) (GO_Cellular_Component_2021)
2129       | FCGR3A+ Monocytes (-0.30) | ADP-ribose diphosphatase activity (GO:0047631) (GO_Molecular_Function_2021)
329        | FCGR3A+ Monocytes (0.14)  | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
3452       | CD14+ Monocytes (0.44)    | protein glycosylation (GO:0006486) (GO_Biological_Process_2021)
2824       | CD4 T cells (0.66)        | cytoskeleton-dependent intracellular transport (GO:0030705) (GO_Biological_Process_2021) || microtubule (GO:0005874) (GO_Cellular_Component_2021) || endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021)
2393       | CD8 T cells (-0.40)       | endopeptidase activator activity (GO:0061133) (GO_Molecular_Function_2021)
2470       | FCGR3A+ Monocytes (-0.30) | DNA replication origin binding (GO:0003688) (GO_Molecular_Function_2021)
1202       | CD8 T cells (0.24)        | modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021) || clathrin-coated vesicle (GO:0030136) (GO_Cellular_Component_2021) || negative regulation of defense response to virus (GO:0050687) (GO_Biological_Process_2021)
4158       | CD4 T cells (0.40)        | positive regulation of T-helper 17 cell differentiation (GO:2000321) (GO_Biological_Process_2021) || regulation of T-helper 17 cell differentiation (GO:2000319) (GO_Biological_Process_2021) || T cell receptor signaling pathway (GO:0050852) (GO_Biological_Process_2021)
2144       | CD4 T cells (0.49)        | hematopoietic stem cell differentiation (GO:0060218) (GO_Biological_Process_2021) || positive regulation of transcription, DNA-templated (GO:0045893) (GO_Biological_Process_2021) || hematopoietic progenitor cell differentiation (GO:0002244) (GO_Biological_Process_2021)
993        | CD14+ Monocytes (0.15)    | posttranslational protein targeting to membrane, translocation (GO:0031204) (GO_Biological_Process_2021) || posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620) (GO_Biological_Process_2021)
4293       | B cells (-0.28)           | acylglycerol lipase activity (GO:0047372) (GO_Molecular_Function_2021)
1292       | CD14+ Monocytes (-0.40)   | 1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841) (GO_Molecular_Function_2021) || lysophosphatidic acid acyltransferase activity (GO:0042171) (GO_Molecular_Function_2021) || acylglycerol O-acyltransferase activity (GO:0016411) (GO_Molecular_Function_2021)
4290       | NK cells (-0.30)          | spliceosomal conformational changes to generate catalytic conformation (GO:0000393) (GO_Biological_Process_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || N-acetylglucosamine metabolic process (GO:0006044) (GO_Biological_Process_2021)
1779       | NK cells (-0.36)          | regulation of GTPase activity (GO:0043087) (GO_Biological_Process_2021) || cellular response to cytokine stimulus (GO:0071345) (GO_Biological_Process_2021) || sialyltransferase activity (GO:0008373) (GO_Molecular_Function_2021)
4283       | CD14+ Monocytes (0.59)    | microtubule cytoskeleton organization involved in mitosis (GO:1902850) (GO_Biological_Process_2021) || mitotic spindle organization (GO:0007052) (GO_Biological_Process_2021) || mitotic cell cycle phase transition (GO:0044772) (GO_Biological_Process_2021)
2534       | CD4 T cells (0.59)        | protein localization to organelle (GO:0033365) (GO_Biological_Process_2021) || TORC2 complex (GO:0031932) (GO_Cellular_Component_2021) || dicarboxylic acid metabolic process (GO:0043648) (GO_Biological_Process_2021)
1482       | NK cells (-0.24)          | intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
898        | B cells (-0.40)           | apical dendrite (GO:0097440) (GO_Cellular_Component_2021)
1412       | CD4 T cells (0.51)        | cysteine-type endopeptidase activity (GO:0004197) (GO_Molecular_Function_2021) || nucleosome organization (GO:0034728) (GO_Biological_Process_2021) || ATP-dependent chromatin remodeling (GO:0043044) (GO_Biological_Process_2021)
1948       | CD4 T cells (0.35)        | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021)
4432       | CD14+ Monocytes (-0.44)   | L-serine metabolic process (GO:0006563) (GO_Biological_Process_2021) || serine family amino acid biosynthetic process (GO:0009070) (GO_Biological_Process_2021) || L-serine biosynthetic process (GO:0006564) (GO_Biological_Process_2021)
657        | CD4 T cells (0.54)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || chromosome (GO:0005694) (GO_Cellular_Component_2021)
2243       | FCGR3A+ Monocytes (-0.22) | transcription factor TFTC complex (GO:0033276) (GO_Cellular_Component_2021) || SAGA-type complex (GO:0070461) (GO_Cellular_Component_2021) || transcription factor TFIID complex (GO:0005669) (GO_Cellular_Component_2021)
3140       | FCGR3A+ Monocytes (-0.27) | Sin3 complex (GO:0016580) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
3416       | B cells (-0.33)           | cellular response to cadmium ion (GO:0071276) (GO_Biological_Process_2021) || response to cadmium ion (GO:0046686) (GO_Biological_Process_2021) || cellular response to zinc ion (GO:0071294) (GO_Biological_Process_2021)
2548       | CD14+ Monocytes (-0.33)   | oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || cytochrome-c oxidase activity (GO:0004129) (GO_Molecular_Function_2021) || clathrin coat (GO:0030118) (GO_Cellular_Component_2021)
4553       | CD4 T cells (0.35)        | cAMP response element binding (GO:0035497) (GO_Molecular_Function_2021) || histone exchange (GO:0043486) (GO_Biological_Process_2021)
4661       | CD4 T cells (0.46)        | acyl-CoA biosynthetic process (GO:0071616) (GO_Biological_Process_2021) || mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021)
1383       | CD14+ Monocytes (0.38)    | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || cyclin-dependent protein kinase activity (GO:0097472) (GO_Molecular_Function_2021) || cyclin-dependent protein serine/threonine kinase activity (GO:0004693) (GO_Molecular_Function_2021)
2325       | B cells (-0.38)           | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || double-stranded DNA binding (GO:0003690) (GO_Molecular_Function_2021) || regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021)
66         | CD14+ Monocytes (-0.55)   | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
5011       | NK cells (-0.37)          | steroid biosynthetic process (GO:0006694) (GO_Biological_Process_2021) || proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161) (GO_Biological_Process_2021)
3722       | NK cells (-0.39)          | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1536       | CD4 T cells (0.37)        | endocytic vesicle membrane (GO:0030666) (GO_Cellular_Component_2021) || neuromuscular junction (GO:0031594) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
4541       | CD4 T cells (0.59)        | lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
2782       | CD14+ Monocytes (0.37)    | regulation of cell cycle checkpoint (GO:1901976) (GO_Biological_Process_2021) || regulation of DNA damage checkpoint (GO:2000001) (GO_Biological_Process_2021)
2460       | B cells (-0.46)           | acyl-CoA dehydrogenase activity (GO:0003995) (GO_Molecular_Function_2021) || regulation of histone H4 acetylation (GO:0090239) (GO_Biological_Process_2021) || fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539) (GO_Biological_Process_2021)
