Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
4103       | CD14+ Monocytes (-0.53)   | erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222) (GO_Biological_Process_2021) || L-phenylalanine catabolic process (GO:0006559) (GO_Biological_Process_2021) || positive regulation of NF-kappaB transcription factor activity (GO:0051092) (GO_Biological_Process_2021)
115        | CD14+ Monocytes (-0.60)   | enzyme linked receptor protein signaling pathway (GO:0007167) (GO_Biological_Process_2021) || protein kinase complex (GO:1902911) (GO_Cellular_Component_2021) || cytoskeleton of presynaptic active zone (GO:0048788) (GO_Cellular_Component_2021)
191        | CD14+ Monocytes (-0.54)   | diphosphoinositol-polyphosphate diphosphatase activity (GO:0008486) (GO_Molecular_Function_2021) || bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431) (GO_Molecular_Function_2021) || bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432) (GO_Molecular_Function_2021)
4038       | CD14+ Monocytes (-0.44)   | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || phosphotransferase activity, nitrogenous group as acceptor (GO:0016775) (GO_Molecular_Function_2021) || creatine kinase activity (GO:0004111) (GO_Molecular_Function_2021)
779        | CD14+ Monocytes (-0.63)   | dosage compensation by inactivation of X chromosome (GO:0009048) (GO_Biological_Process_2021) || ErbB-3 class receptor binding (GO:0043125) (GO_Molecular_Function_2021)
1742       | B cells (-0.45)           | positive regulation of nucleic acid-templated transcription (GO:1903508) (GO_Biological_Process_2021) || mitogen-activated protein kinase binding (GO:0051019) (GO_Molecular_Function_2021) || positive regulation of cellular catabolic process (GO:0031331) (GO_Biological_Process_2021)
2362       | CD14+ Monocytes (-0.41)   | receptor tyrosine kinase binding (GO:0030971) (GO_Molecular_Function_2021) || protein tyrosine kinase binding (GO:1990782) (GO_Molecular_Function_2021) || protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021)
3767       | CD4 T cells (-0.53)       | tertiary granule membrane (GO:0070821) (GO_Cellular_Component_2021) || tertiary granule (GO:0070820) (GO_Cellular_Component_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
651        | B cells (-0.22)           | condensed chromosome (GO:0000793) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || TORC1 complex (GO:0031931) (GO_Cellular_Component_2021)
1121       | B cells (0.36)            | multivesicular body assembly (GO:0036258) (GO_Biological_Process_2021) || multivesicular body organization (GO:0036257) (GO_Biological_Process_2021) || ribose phosphate diphosphokinase activity (GO:0004749) (GO_Molecular_Function_2021)
223        | CD4 T cells (0.48)        | alpha-(1->3)-fucosyltransferase activity (GO:0046920) (GO_Molecular_Function_2021) || ATP-gated ion channel activity (GO:0035381) (GO_Molecular_Function_2021)
2806       | CD14+ Monocytes (0.36)    | U2-type precatalytic spliceosome (GO:0071005) (GO_Cellular_Component_2021) || precatalytic spliceosome (GO:0071011) (GO_Cellular_Component_2021) || U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021)
609        | B cells (0.39)            | sister chromatid segregation (GO:0000819) (GO_Biological_Process_2021) || mitotic spindle assembly (GO:0090307) (GO_Biological_Process_2021) || mitotic nuclear division (GO:0140014) (GO_Biological_Process_2021)
1604       | CD14+ Monocytes (-0.45)   | cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153) (GO_Molecular_Function_2021) || ubiquitin protein ligase activity (GO:0061630) (GO_Molecular_Function_2021)
1542       | B cells (-0.49)           | regulation of cell killing (GO:0031341) (GO_Biological_Process_2021) || aspartic endopeptidase activity, intramembrane cleaving (GO:0042500) (GO_Molecular_Function_2021) || sodium:bicarbonate symporter activity (GO:0008510) (GO_Molecular_Function_2021)
3015       | CD14+ Monocytes (0.33)    | thiol-dependent deubiquitinase (GO:0004843) (GO_Molecular_Function_2021) || deubiquitinase activity (GO:0101005) (GO_Molecular_Function_2021) || omega peptidase activity (GO:0008242) (GO_Molecular_Function_2021)
4514       | CD14+ Monocytes (-0.42)   | cellular response to corticosteroid stimulus (GO:0071384) (GO_Biological_Process_2021) || cellular response to glucocorticoid stimulus (GO:0071385) (GO_Biological_Process_2021) || response to glucocorticoid (GO:0051384) (GO_Biological_Process_2021)
5070       | CD4 T cells (0.65)        | oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor (GO:0016634) (GO_Molecular_Function_2021) || endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891) (GO_Molecular_Function_2021) || intrinsic component of mitochondrial inner membrane (GO:0031304) (GO_Cellular_Component_2021)
4073       | CD14+ Monocytes (-0.62)   | inorganic phosphate transmembrane transporter activity (GO:0005315) (GO_Molecular_Function_2021) || oxo-acid-lyase activity (GO:0016833) (GO_Molecular_Function_2021) || galactosidase activity (GO:0015925) (GO_Molecular_Function_2021)
148        | FCGR3A+ Monocytes (-0.31) | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || MHC class II protein complex binding (GO:0023026) (GO_Molecular_Function_2021)
2763       | CD14+ Monocytes (-0.42)   | immature B cell differentiation (GO:0002327) (GO_Biological_Process_2021) || T-helper 17 cell lineage commitment (GO:0072540) (GO_Biological_Process_2021) || T-helper 17 cell differentiation (GO:0072539) (GO_Biological_Process_2021)
5113       | NK cells (-0.37)          | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || anion channel activity (GO:0005253) (GO_Molecular_Function_2021)
1522       | CD14+ Monocytes (-0.33)   | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
3940       | CD4 T cells (0.52)        | protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021) || palmitoyltransferase activity (GO:0016409) (GO_Molecular_Function_2021) || peptidyl-L-cysteine S-palmitoylation (GO:0018230) (GO_Biological_Process_2021)
3552       | CD4 T cells (0.37)        | DNA repair (GO:0006281) (GO_Biological_Process_2021) || mitochondrial ribosome (GO:0005761) (GO_Cellular_Component_2021) || regulation of cytokine production involved in inflammatory response (GO:1900015) (GO_Biological_Process_2021)
530        | CD4 T cells (0.61)        | NAADP-sensitive calcium-release channel activity (GO:0072345) (GO_Molecular_Function_2021) || phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439) (GO_Molecular_Function_2021) || phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595) (GO_Molecular_Function_2021)
920        | NK cells (-0.26)          | alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828) (GO_Molecular_Function_2021) || type I transforming growth factor beta receptor binding (GO:0034713) (GO_Molecular_Function_2021) || protein tyrosine/threonine phosphatase activity (GO:0008330) (GO_Molecular_Function_2021)
2379       | CD14+ Monocytes (-0.39)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || rDNA heterochromatin (GO:0033553) (GO_Cellular_Component_2021)
1886       | CD14+ Monocytes (-0.48)   | proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161) (GO_Biological_Process_2021) || ubiquitin-dependent ERAD pathway (GO:0030433) (GO_Biological_Process_2021) || ERAD pathway (GO:0036503) (GO_Biological_Process_2021)
847        | CD4 T cells (0.41)        | positive regulation of NIK/NF-kappaB signaling (GO:1901224) (GO_Biological_Process_2021) || regulation of NIK/NF-kappaB signaling (GO:1901222) (GO_Biological_Process_2021) || cellular response to tumor necrosis factor (GO:0071356) (GO_Biological_Process_2021)
1419       | B cells (0.27)            | nucleus localization (GO:0051647) (GO_Biological_Process_2021) || nuclear migration (GO:0007097) (GO_Biological_Process_2021) || regulation of spindle organization (GO:0090224) (GO_Biological_Process_2021)
5037       | B cells (0.31)            | adipose tissue development (GO:0060612) (GO_Biological_Process_2021) || phosphotransferase activity, nitrogenous group as acceptor (GO:0016775) (GO_Molecular_Function_2021) || solute:proton antiporter activity (GO:0015299) (GO_Molecular_Function_2021)
2849       | FCGR3A+ Monocytes (-0.29) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
2456       | CD4 T cells (0.30)        | cellular response to UV (GO:0034644) (GO_Biological_Process_2021) || meiotic mismatch repair (GO:0000710) (GO_Biological_Process_2021) || regulation of t-circle formation (GO:1904429) (GO_Biological_Process_2021)
4088       | CD4 T cells (-0.34)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mitochondrial ribosome (GO:0005761) (GO_Cellular_Component_2021) || INO80-type complex (GO:0097346) (GO_Cellular_Component_2021)
139        | CD4 T cells (-0.39)       | S-adenosylmethionine-dependent methyltransferase activity (GO:0008757) (GO_Molecular_Function_2021) || methyltransferase activity (GO:0008168) (GO_Molecular_Function_2021) || NURF complex (GO:0016589) (GO_Cellular_Component_2021)
1070       | CD14+ Monocytes (-0.22)   | RNA-directed DNA polymerase activity (GO:0003964) (GO_Molecular_Function_2021) || telomerase activity (GO:0003720) (GO_Molecular_Function_2021) || calcium-independent phospholipase A2 activity (GO:0047499) (GO_Molecular_Function_2021)
3614       | B cells (-0.54)           | positive regulation of transcription by RNA polymerase II (GO:0045944) (GO_Biological_Process_2021) || positive regulation of transcription, DNA-templated (GO:0045893) (GO_Biological_Process_2021) || interleukin-1-mediated signaling pathway (GO:0070498) (GO_Biological_Process_2021)
1343       | CD14+ Monocytes (-0.59)   | interleukin-1 binding (GO:0019966) (GO_Molecular_Function_2021) || ubiquitin-specific protease binding (GO:1990381) (GO_Molecular_Function_2021)
1734       | CD4 T cells (-0.60)       | transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
1159       | CD14+ Monocytes (-0.51)   | glutamate catabolic process (GO:0006538) (GO_Biological_Process_2021) || glutamine family amino acid biosynthetic process (GO:0009084) (GO_Biological_Process_2021) || glutamine metabolic process (GO:0006541) (GO_Biological_Process_2021)
988        | NK cells (-0.30)          | activation of NF-kappaB-inducing kinase activity (GO:0007250) (GO_Biological_Process_2021)
1946       | CD8 T cells (-0.43)       | vitamin D receptor binding (GO:0042809) (GO_Molecular_Function_2021) || nuclear receptor binding (GO:0016922) (GO_Molecular_Function_2021) || chromatin-mediated maintenance of transcription (GO:0048096) (GO_Biological_Process_2021)
3205       | CD14+ Monocytes (-0.47)   | Notch binding (GO:0005112) (GO_Molecular_Function_2021)
466        | CD8 T cells (0.33)        | integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021) || integral component of cytoplasmic side of endoplasmic reticulum membrane (GO:0071458) (GO_Cellular_Component_2021) || Hrd1p ubiquitin ligase ERAD-L complex (GO:0000839) (GO_Cellular_Component_2021)
2820       | CD4 T cells (0.72)        | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || intronic transcription regulatory region sequence-specific DNA binding (GO:0001161) (GO_Molecular_Function_2021) || calmodulin-dependent protein phosphatase activity (GO:0033192) (GO_Molecular_Function_2021)
4062       | CD4 T cells (0.29)        | protein maturation (GO:0051604) (GO_Biological_Process_2021) || regulation of small GTPase mediated signal transduction (GO:0051056) (GO_Biological_Process_2021) || L-methionine salvage from methylthioadenosine (GO:0019509) (GO_Biological_Process_2021)
4596       | CD14+ Monocytes (0.56)    | ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021) || purine nucleotide metabolic process (GO:0006163) (GO_Biological_Process_2021)
4028       | CD4 T cells (0.29)        | oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021) || mitochondrial ATP synthesis coupled electron transport (GO:0042775) (GO_Biological_Process_2021)
76         | FCGR3A+ Monocytes (0.27)  | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
177        | CD14+ Monocytes (-0.36)   | exopeptidase activity (GO:0008238) (GO_Molecular_Function_2021) || proteolysis (GO:0006508) (GO_Biological_Process_2021)
4684       | CD4 T cells (-0.60)       | aspartic endopeptidase activity, intramembrane cleaving (GO:0042500) (GO_Molecular_Function_2021) || double-stranded telomeric DNA binding (GO:0003691) (GO_Molecular_Function_2021) || integral component of cytoplasmic side of endoplasmic reticulum membrane (GO:0071458) (GO_Cellular_Component_2021)
164        | B cells (-0.48)           | DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021) || RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021)
2264       | CD14+ Monocytes (-0.23)   | SH3 domain binding (GO:0017124) (GO_Molecular_Function_2021) || phosphatidic acid binding (GO:0070300) (GO_Molecular_Function_2021) || ephrin receptor binding (GO:0046875) (GO_Molecular_Function_2021)
42         | CD4 T cells (0.62)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || MLL3/4 complex (GO:0044666) (GO_Cellular_Component_2021)
4326       | CD4 T cells (0.69)        | histone demethylase activity (H3-K9 specific) (GO:0032454) (GO_Molecular_Function_2021) || histone H3-K9 demethylation (GO:0033169) (GO_Biological_Process_2021) || histone demethylase activity (GO:0032452) (GO_Molecular_Function_2021)
3092       | CD8 T cells (0.45)        | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || negative regulation of immune response (GO:0050777) (GO_Biological_Process_2021) || Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096) (GO_Biological_Process_2021)
3504       | CD14+ Monocytes (-0.62)   | type I interferon signaling pathway (GO:0060337) (GO_Biological_Process_2021) || cellular response to type I interferon (GO:0071357) (GO_Biological_Process_2021) || regulation of lipid metabolic process (GO:0019216) (GO_Biological_Process_2021)
4615       | B cells (-0.36)           | CXCR chemokine receptor binding (GO:0045236) (GO_Molecular_Function_2021)
984        | CD4 T cells (-0.37)       | protein carboxyl O-methyltransferase activity (GO:0051998) (GO_Molecular_Function_2021) || histone methyltransferase activity (H3-K9 specific) (GO:0046974) (GO_Molecular_Function_2021) || C2H2 zinc finger domain binding (GO:0070742) (GO_Molecular_Function_2021)
156        | B cells (-0.45)           | cytokine-mediated signaling pathway (GO:0019221) (GO_Biological_Process_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
638        | CD4 T cells (0.77)        | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || transaminase activity (GO:0008483) (GO_Molecular_Function_2021) || GTPase regulator activity (GO:0030695) (GO_Molecular_Function_2021)
2114       | NK cells (0.39)           | lysosome (GO:0005764) (GO_Cellular_Component_2021) || recycling endosome (GO:0055037) (GO_Cellular_Component_2021) || transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
1969       | FCGR3A+ Monocytes (-0.34) | positive regulation of toll-like receptor 3 signaling pathway (GO:0034141) (GO_Biological_Process_2021) || regulation of toll-like receptor 3 signaling pathway (GO:0034139) (GO_Biological_Process_2021) || positive regulation of toll-like receptor 4 signaling pathway (GO:0034145) (GO_Biological_Process_2021)
1875       | CD4 T cells (-0.71)       | cholesterol biosynthetic process (GO:0006695) (GO_Biological_Process_2021) || sterol biosynthetic process (GO:0016126) (GO_Biological_Process_2021) || secondary alcohol biosynthetic process (GO:1902653) (GO_Biological_Process_2021)
4876       | CD14+ Monocytes (0.49)    | regulation of T cell receptor signaling pathway (GO:0050856) (GO_Biological_Process_2021) || regulation of complement activation (GO:0030449) (GO_Biological_Process_2021) || regulation of immune effector process (GO:0002697) (GO_Biological_Process_2021)
4925       | CD14+ Monocytes (-0.60)   | ribosome binding (GO:0043022) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
2078       | CD4 T cells (0.78)        | response to metal ion (GO:0010038) (GO_Biological_Process_2021) || regulation of triglyceride metabolic process (GO:0090207) (GO_Biological_Process_2021) || selenocysteine incorporation (GO:0001514) (GO_Biological_Process_2021)
1845       | CD14+ Monocytes (0.60)    | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021) || U4/U6 x U5 tri-snRNP complex (GO:0046540) (GO_Cellular_Component_2021)
1699       | CD14+ Monocytes (0.31)    | mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || gamma-secretase complex (GO:0070765) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021)
2958       | CD4 T cells (0.40)        | ubiquitin-dependent protein catabolic process (GO:0006511) (GO_Biological_Process_2021) || proteasomal protein catabolic process (GO:0010498) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021)
77         | NK cells (-0.16)          | translation initiation factor activity (GO:0003743) (GO_Molecular_Function_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021)
310        | NK cells (-0.22)          | integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021)
2356       | CD4 T cells (0.43)        | positive regulation of vesicle fusion (GO:0031340) (GO_Biological_Process_2021) || regulation of vesicle fusion (GO:0031338) (GO_Biological_Process_2021) || cadherin binding involved in cell-cell adhesion (GO:0098641) (GO_Molecular_Function_2021)
1396       | CD4 T cells (0.44)        | microbody lumen (GO:0031907) (GO_Cellular_Component_2021) || peroxisomal matrix (GO:0005782) (GO_Cellular_Component_2021)
221        | CD4 T cells (-0.69)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
3969       | B cells (-0.26)           | mitochondrial translation (GO:0032543) (GO_Biological_Process_2021) || negative regulation of protein localization to cell surface (GO:2000009) (GO_Biological_Process_2021) || mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021)
2306       | CD4 T cells (0.81)        | positive regulation of cytokine production (GO:0001819) (GO_Biological_Process_2021) || regulation of cell-cell adhesion mediated by integrin (GO:0033632) (GO_Biological_Process_2021) || T cell activation (GO:0042110) (GO_Biological_Process_2021)
4834       | CD4 T cells (0.67)        | lysosome (GO:0005764) (GO_Cellular_Component_2021) || clathrin-coated vesicle (GO:0030136) (GO_Cellular_Component_2021) || coated vesicle (GO:0030135) (GO_Cellular_Component_2021)
3568       | B cells (-0.42)           | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || branched-chain amino acid catabolic process (GO:0009083) (GO_Biological_Process_2021) || branched-chain amino acid metabolic process (GO:0009081) (GO_Biological_Process_2021)
4640       | CD4 T cells (0.71)        | COPII vesicle coat (GO:0030127) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
3290       | B cells (0.32)            | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1557       | CD14+ Monocytes (-0.56)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021)
7          | CD14+ Monocytes (0.61)    | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021) || U4/U6 x U5 tri-snRNP complex (GO:0046540) (GO_Cellular_Component_2021)
4912       | CD4 T cells (0.32)        | DNA secondary structure binding (GO:0000217) (GO_Molecular_Function_2021) || mitochondrial alpha-ketoglutarate dehydrogenase complex (GO:0005947) (GO_Cellular_Component_2021) || nuclear inclusion body (GO:0042405) (GO_Cellular_Component_2021)
3584       | CD4 T cells (0.79)        | long-chain fatty acid metabolic process (GO:0001676) (GO_Biological_Process_2021)
4309       | NK cells (-0.31)          | ribosome biogenesis (GO:0042254) (GO_Biological_Process_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
2873       | CD4 T cells (-0.23)       | protein polyubiquitination (GO:0000209) (GO_Biological_Process_2021) || positive regulation of intrinsic apoptotic signaling pathway (GO:2001244) (GO_Biological_Process_2021) || proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161) (GO_Biological_Process_2021)
2203       | FCGR3A+ Monocytes (-0.28) | phosphate-containing compound metabolic process (GO:0006796) (GO_Biological_Process_2021) || phospholipid metabolic process (GO:0006644) (GO_Biological_Process_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
5003       | CD14+ Monocytes (-0.54)   | cyclin-dependent protein kinase activity (GO:0097472) (GO_Molecular_Function_2021) || cyclin-dependent protein serine/threonine kinase activity (GO:0004693) (GO_Molecular_Function_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021)
1467       | CD14+ Monocytes (-0.38)   | mitochondrial cytochrome c oxidase assembly (GO:0033617) (GO_Biological_Process_2021) || respiratory chain complex IV assembly (GO:0008535) (GO_Biological_Process_2021) || zinc ion transmembrane transporter activity (GO:0005385) (GO_Molecular_Function_2021)
4716       | CD14+ Monocytes (0.38)    | ficolin-1-rich granule (GO:0101002) (GO_Cellular_Component_2021) || cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021)
4249       | CD4 T cells (0.67)        | cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
4414       | CD14+ Monocytes (-0.43)   | negative regulation of cholesterol biosynthetic process (GO:0045541) (GO_Biological_Process_2021) || negative regulation of cholesterol metabolic process (GO:0090206) (GO_Biological_Process_2021) || negative regulation of sterol biosynthetic process (GO:0106119) (GO_Biological_Process_2021)
1906       | FCGR3A+ Monocytes (0.33)  | aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021) || mitochondrial ATP synthesis coupled electron transport (GO:0042775) (GO_Biological_Process_2021) || oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021)
507        | CD14+ Monocytes (-0.44)   | protein import (GO:0017038) (GO_Biological_Process_2021) || regulation of cytochrome-c oxidase activity (GO:1904959) (GO_Biological_Process_2021) || activation of protein kinase C activity (GO:1990051) (GO_Biological_Process_2021)
1231       | B cells (0.39)            | transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021) || phosphatidylcholine transfer activity (GO:0120019) (GO_Molecular_Function_2021)
3938       | NK cells (-0.27)          | DNA duplex unwinding (GO:0032508) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA duplex unwinding (GO:0000717) (GO_Biological_Process_2021) || global genome nucleotide-excision repair (GO:0070911) (GO_Biological_Process_2021)
905        | CD14+ Monocytes (0.33)    | 90S preribosome (GO:0030686) (GO_Cellular_Component_2021) || positive regulation of transcription by RNA polymerase III (GO:0045945) (GO_Biological_Process_2021) || protein catabolic process (GO:0030163) (GO_Biological_Process_2021)
4368       | CD4 T cells (0.55)        | pyrimidine nucleotide metabolic process (GO:0006220) (GO_Biological_Process_2021) || N-acetylneuraminate catabolic process (GO:0019262) (GO_Biological_Process_2021) || pentose-phosphate shunt, non-oxidative branch (GO:0009052) (GO_Biological_Process_2021)
4251       | CD14+ Monocytes (-0.31)   | clathrin coat of trans-Golgi network vesicle (GO:0030130) (GO_Cellular_Component_2021) || Golgi trans cisterna (GO:0000138) (GO_Cellular_Component_2021) || clathrin vesicle coat (GO:0030125) (GO_Cellular_Component_2021)
4055       | CD4 T cells (0.60)        | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || protein localization to plasma membrane (GO:0072659) (GO_Biological_Process_2021)
4193       | FCGR3A+ Monocytes (0.31)  | MICOS complex (GO:0061617) (GO_Cellular_Component_2021) || MIB complex (GO:0140275) (GO_Cellular_Component_2021) || SAM complex (GO:0001401) (GO_Cellular_Component_2021)
1774       | CD4 T cells (0.52)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021) || protein targeting to ER (GO:0045047) (GO_Biological_Process_2021)
4364       | CD4 T cells (-0.65)       | protein localization to nucleus (GO:0034504) (GO_Biological_Process_2021) || nuclear stress granule (GO:0097165) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1903       | B cells (-0.26)           | phosphoric ester hydrolase activity (GO:0042578) (GO_Molecular_Function_2021) || protein-arginine omega-N monomethyltransferase activity (GO:0035241) (GO_Molecular_Function_2021) || thiol oxidase activity (GO:0016972) (GO_Molecular_Function_2021)
32         | B cells (-0.15)           | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021)
2440       | CD4 T cells (0.50)        | tau protein binding (GO:0048156) (GO_Molecular_Function_2021) || co-SMAD binding (GO:0070410) (GO_Molecular_Function_2021) || R-SMAD binding (GO:0070412) (GO_Molecular_Function_2021)
4226       | CD4 T cells (-0.43)       | phosphatidylcholine biosynthetic process (GO:0006656) (GO_Biological_Process_2021) || phosphatidylcholine metabolic process (GO:0046470) (GO_Biological_Process_2021) || negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471) (GO_Biological_Process_2021)
236        | FCGR3A+ Monocytes (-0.26) | cellular response to DNA damage stimulus (GO:0006974) (GO_Biological_Process_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021)
4688       | B cells (-0.34)           | mitotic spindle (GO:0072686) (GO_Cellular_Component_2021) || Barr body (GO:0001740) (GO_Cellular_Component_2021) || X chromosome (GO:0000805) (GO_Cellular_Component_2021)
2254       | CD4 T cells (0.47)        | mitotic recombination (GO:0006312) (GO_Biological_Process_2021) || DNA recombination (GO:0006310) (GO_Biological_Process_2021) || regulation of DNA recombination (GO:0000018) (GO_Biological_Process_2021)
2287       | CD4 T cells (-0.56)       | protein phosphorylation (GO:0006468) (GO_Biological_Process_2021) || protein kinase C activity (GO:0004697) (GO_Molecular_Function_2021) || phosphorylation (GO:0016310) (GO_Biological_Process_2021)
